Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,BsmtQual_ord,BsmtCond_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,HasBsmt,GarageType_ord,GarageFinish_ord,GarageQual_ord,GarageCond_ord,GarageAge,HasGarage,HouseAge,RemodAge,MoSold_sin,MoSold_cos,HasMisc,FireplaceQu_ord,PoolHighOutlier,Alley_Grvl,Alley_Pave,HasFence,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw
1215,85,RL,69.0,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,784,0,141,925,GasA,TA,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,1,300,Y,150,72,0,0,0,0,0,2006,WD,Normal,134500,2,3,3,4,1,1,4,,3,3,44.0,1,44,44,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
1216,20,RL,99.0,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,180,374,340,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,1,384,Y,0,0,0,0,0,0,0,2007,WD,Normal,125000,2,3,1,3,2,1,2,,3,3,41.0,1,41,41,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,1,False,False,True,False
1217,90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,0,0,0,0,GasA,TA,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,2,539,Y,0,0,0,0,0,0,0,2010,WD,Normal,112000,0,0,0,0,0,0,4,,3,3,32.0,1,32,32,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,0,False,False,False,False
1218,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,936,0,364,1300,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,2,552,Y,135,112,0,0,0,0,0,2009,New,Partial,229456,3,3,2,6,1,1,4,,3,3,0.0,0,0,0,-1.0,-1.8369701987210297e-16,0,0,0,False,False,0,False,False,False,False
1219,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,0,0,0,0,GasA,Gd,N,SBrkr,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,0,0,N,0,0,0,0,0,0,0,2006,WD,Normal,80500,0,0,0,0,0,0,0,0.0,0,0,0.0,0,59,56,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
1220,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,0,0,672,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,0,0,N,201,0,0,0,0,0,0,2006,WD,Abnorml,91500,2,3,1,1,1,1,0,0.0,0,0,0.0,0,35,35,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,0,False,False,False,False
1221,20,RL,66.0,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,312,600,0,912,GasA,TA,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,1,288,Y,0,0,0,0,0,0,0,2006,WD,Abnorml,115000,2,3,1,3,2,1,4,,3,3,42.0,1,42,42,-0.5000000000000004,0.8660254037844384,0,0,0,False,False,0,False,False,False,False
1222,20,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,250,492,210,952,GasA,Ex,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,1,322,Y,0,63,0,0,0,0,0,2008,WD,Normal,134000,2,3,1,4,2,1,4,,3,3,40.0,1,40,40,-0.8660254037844384,-0.5000000000000004,0,3,0,False,False,0,False,False,False,False
1223,50,RL,78.0,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,196,0,844,1040,GasA,Ex,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,1,315,Y,0,0,0,0,0,0,0,2007,WD,Normal,143000,2,3,2,3,1,1,4,,3,3,58.0,1,58,57,0.49999999999999994,0.8660254037844387,0,4,0,False,False,1,False,True,False,False
1224,20,RL,89.0,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,756,0,1380,2136,GasA,TA,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,2,528,Y,0,30,0,0,0,0,0,2006,WD,Normal,137900,2,2,1,2,1,1,2,,3,3,55.0,1,55,55,-0.8660254037844386,0.5000000000000001,0,0,0,False,False,1,False,False,True,False
1225,60,RL,60.0,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,724,0,64,788,GasA,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,2,388,Y,100,75,0,0,0,0,0,2008,WD,Normal,184000,3,3,3,6,1,1,4,,3,3,4.0,1,4,3,0.8660254037844386,0.5000000000000001,0,4,0,False,False,0,False,False,False,False
1226,80,RL,65.0,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,507,0,81,588,GasA,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,1,264,Y,224,0,0,0,0,0,0,2007,WD,Normal,145000,2,3,3,6,1,1,4,,3,3,49.0,1,49,49,1.2246467991473532e-16,-1.0,0,0,0,False,False,1,False,False,False,True
1227,60,RL,86.0,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,0,0,894,894,GasA,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,3,668,Y,100,18,0,0,0,0,0,2008,WD,Normal,214000,3,3,2,1,1,1,5,,3,3,1.0,1,1,1,0.49999999999999994,0.8660254037844387,0,4,0,False,False,0,False,False,False,False
1228,20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,595,0,317,912,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,2,576,Y,0,240,0,0,0,0,0,2008,WD,Normal,147000,2,3,1,5,1,1,2,,3,3,16.0,1,43,0,-2.4492935982947064e-16,1.0,0,0,0,False,False,0,False,False,False,False
1229,120,RL,65.0,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,1540,0,162,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,3,1052,Y,0,72,0,0,224,0,0,2008,New,Partial,367294,4,3,1,6,1,1,4,,3,3,0.0,0,0,0,-0.8660254037844386,0.5000000000000001,0,4,0,False,False,0,False,False,False,False
1230,80,RL,70.0,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,666,0,409,1075,GasA,Gd,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,1,404,Y,0,0,0,0,0,0,0,2008,WD,Normal,127000,2,3,1,5,1,1,6,,3,3,48.0,1,48,48,-0.8660254037844384,-0.5000000000000004,0,0,0,False,False,1,False,True,False,False
1231,90,RL,0.0,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,498,211,652,1361,GasA,Ex,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,2,600,N,155,24,145,0,0,0,8300,2007,WD,Normal,190000,3,3,1,6,3,1,5,,3,3,30.0,1,30,30,-0.8660254037844384,-0.5000000000000004,1,3,0,False,False,0,False,False,False,False
1232,90,RL,70.0,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,803,0,303,1106,GasA,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,2,540,Y,0,18,0,0,0,0,0,2006,WD,Normal,132500,2,3,3,5,1,1,4,,3,3,44.0,1,44,44,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,1,False,True,False,False
1233,90,RL,70.0,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,0,0,0,0,GasA,TA,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,2,462,Y,0,0,0,0,0,0,0,2007,WD,Normal,101800,0,0,0,0,0,0,1,,3,3,45.0,1,45,45,1.0,6.123233995736766e-17,0,0,0,False,False,0,False,False,False,False
1234,20,RL,0.0,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,1000,0,188,1188,GasA,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,2,531,Y,0,0,0,0,0,0,0,2010,COD,Abnorml,142000,2,3,1,3,1,1,4,,3,3,51.0,1,51,51,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,1,False,False,True,False
1235,70,RH,55.0,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,0,0,940,940,GasA,TA,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,0,0,N,0,192,0,0,0,0,0,2008,WD,Abnorml,130000,2,3,3,1,1,1,0,0.0,0,0,0.0,0,97,58,-0.5000000000000004,0.8660254037844384,0,0,0,False,False,0,False,False,False,False
1236,70,RL,96.0,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,0,0,747,747,GasA,Gd,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,1,180,N,203,40,0,0,0,0,0,2006,WD,Normal,138887,3,3,2,1,1,1,2,,2,2,92.0,1,92,56,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
1237,160,RL,36.0,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,0,0,764,764,GasA,Ex,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,2,474,Y,0,27,0,0,0,0,0,2010,WD,Normal,175500,3,3,1,1,1,1,5,,3,3,7.0,1,7,7,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
1238,60,RL,41.0,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,2,434,Y,100,48,0,0,0,0,0,2006,WD,Normal,195000,3,3,1,1,1,1,5,,3,3,2.0,1,2,1,-1.0,-1.8369701987210297e-16,0,4,0,False,False,0,False,False,False,False
1239,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,1141,1141,GasA,Ex,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,2,484,Y,0,0,0,0,0,0,0,2006,WD,Abnorml,142500,3,3,1,1,1,1,2,,3,3,1.0,1,1,1,1.0,6.123233995736766e-17,0,0,0,False,False,0,False,False,False,False
1240,20,RL,64.0,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,428,0,1048,1476,GasA,Ex,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,2,472,Y,120,33,0,0,0,0,0,2007,WD,Normal,265900,3,3,3,6,1,1,4,,3,3,1.0,1,1,1,-2.4492935982947064e-16,1.0,0,4,0,False,False,0,False,False,False,False
1241,60,RL,65.0,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,550,0,334,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,2,543,Y,0,63,0,0,0,0,0,2008,WD,Normal,224900,3,3,1,6,1,1,4,,3,3,5.0,1,5,5,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
1242,20,RL,83.0,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,0,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,3,954,Y,0,56,0,0,0,0,0,2007,New,Partial,248328,3,3,3,1,1,1,4,,3,3,0.0,0,0,0,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
1243,85,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,885,168,0,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,2,528,Y,0,120,0,0,0,0,0,2010,WD,Family,170000,3,3,4,6,2,1,4,,3,3,36.0,1,36,36,0.49999999999999994,0.8660254037844387,0,3,0,False,False,1,False,False,True,False
1244,20,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,TA,PConc,1386,0,690,2076,GasA,Ex,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,3,850,Y,216,229,0,0,0,0,0,2006,New,Partial,465000,4,4,4,6,1,1,4,,3,3,0.0,0,0,0,-1.0,-1.8369701987210297e-16,0,4,0,False,False,0,False,False,False,False
1245,70,RL,0.0,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,0,0,792,792,GasA,Fa,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,2,400,Y,0,0,0,0,0,0,0,2006,WD,Normal,230000,3,3,1,1,1,1,2,,3,3,75.0,1,77,56,1.2246467991473532e-16,-1.0,0,4,0,False,False,0,False,False,False,False
1246,80,RL,78.0,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,0,0,585,585,GasA,Ex,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,2,477,Y,268,112,0,0,147,0,0,2007,WD,Abnorml,178000,3,3,1,1,1,1,5,,3,3,23.0,1,23,4,0.49999999999999994,0.8660254037844387,0,3,0,False,False,0,False,False,False,False
1247,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,756,756,GasA,Ex,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,2,615,Y,0,45,0,0,0,0,0,2006,New,Partial,186500,3,3,1,1,1,1,4,,3,3,1.0,1,1,0,1.0,6.123233995736766e-17,0,0,0,False,False,0,False,False,False,False
1248,80,RL,0.0,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,539,0,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,3,888,Y,0,0,0,0,0,0,0,2010,WD,Normal,169900,2,3,3,6,1,1,4,,3,3,34.0,1,34,34,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
1249,75,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,319,0,416,735,OthW,Fa,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,2,396,P,0,0,259,0,0,0,0,2008,WD,Normal,129500,3,3,1,3,1,1,2,,2,2,58.0,1,91,58,0.8660254037844387,-0.49999999999999983,0,4,0,True,False,0,False,False,False,False
1250,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,534,96,246,876,GasA,TA,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,1,276,Y,0,80,0,0,0,0,0,2007,WD,Normal,119000,2,3,1,4,3,1,4,,3,3,57.0,1,57,57,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
1251,20,RL,93.0,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,1065,0,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,2,522,Y,0,0,0,0,0,0,0,2010,WD,Normal,244000,2,3,1,5,1,1,4,,3,3,42.0,1,42,42,0.8660254037844387,-0.49999999999999983,0,3,0,False,False,0,False,False,False,False
1252,120,RL,0.0,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,0,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,2,478,Y,148,36,0,0,0,0,0,2006,WD,Normal,171750,3,3,1,1,1,1,4,,3,3,3.0,1,3,3,1.0,6.123233995736766e-17,0,4,0,False,False,0,False,False,False,False
1253,20,RL,62.0,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,510,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,1,288,Y,33,0,0,0,0,0,600,2009,WD,Normal,130000,2,3,1,4,1,1,4,,3,3,41.0,1,41,41,-0.5000000000000004,0.8660254037844384,1,0,0,False,False,1,False,True,False,False
1254,60,RL,0.0,17542,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,125,1031,36,1192,GasA,TA,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,2,518,Y,220,47,0,0,0,0,0,2007,WD,Normal,294000,2,3,4,2,5,1,4,,3,3,33.0,1,33,4,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,1,False,False,True,False
1255,60,RL,60.0,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,0,0,746,746,GasA,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,2,397,Y,178,128,0,0,0,0,0,2008,WD,Normal,165400,3,3,1,1,1,1,5,,3,3,5.0,1,5,4,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,0,False,False,False,False
1256,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,425,0,459,884,GasA,TA,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,1,560,Y,0,0,0,0,120,0,0,2007,WD,Normal,127500,2,2,1,2,1,1,2,,3,3,29.0,1,76,57,-0.5000000000000004,0.8660254037844384,0,4,0,False,False,0,False,False,False,False
1257,20,RL,91.0,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,1314,0,672,1986,GasA,Ex,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,2,691,Y,262,36,0,0,0,0,0,2008,WD,Normal,301500,3,3,4,6,1,1,4,,3,3,14.0,1,14,14,-0.8660254037844384,-0.5000000000000004,0,3,0,False,False,0,False,False,False,False
1258,30,RL,56.0,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,0,0,864,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,0,0,Y,0,96,0,0,0,0,0,2009,WD,Normal,99900,1,3,1,1,1,1,0,0.0,0,0,0.0,0,87,59,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
1259,80,RL,59.0,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,655,0,201,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,2,400,Y,212,0,0,0,0,0,0,2008,WD,Normal,190000,3,3,4,6,1,1,4,,3,3,3.0,1,3,3,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
1260,20,RL,65.0,9750,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,602,438,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,2,460,Y,180,0,0,0,80,0,0,2008,WD,Normal,151000,3,3,1,5,2,1,4,,3,3,39.0,1,39,39,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
1261,60,RL,0.0,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0,0,841,841,GasA,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,2,502,Y,0,103,0,0,0,0,0,2009,WD,Normal,181000,3,3,1,1,1,1,5,,3,3,10.0,1,10,10,1.2246467991473532e-16,-1.0,0,3,0,False,False,0,False,False,False,False
1262,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,504,0,546,1050,GasA,Gd,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,1,338,Y,0,0,0,0,0,0,0,2009,WD,Normal,128900,2,3,1,3,1,1,4,,3,3,53.0,1,53,53,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
1263,50,RL,0.0,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,0,0,1104,1104,GasA,Ex,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,1,304,Y,120,0,0,0,0,0,0,2009,WD,Normal,161500,2,3,3,1,1,1,4,,3,3,52.0,1,52,20,-0.5000000000000004,0.8660254037844384,0,3,0,False,False,0,False,False,False,False
